,Unnamed: 0,bed,bath,acre_lot,zip_code,house_size,prev_sold_date,price,prev_sold_year,zip_code_str,latitude,longitude,county
0,2,2.0,2.0,0.23,1001.0,892.0,2019-04-30,169900.0,2019,01001,42.062368,-72.625754,11
1,8,2.0,3.0,0.23,1001.0,1229.0,2016-06-07,239900.0,2016,01001,42.062368,-72.625754,11
2,14,2.0,2.0,0.23,1001.0,1056.0,2019-09-12,175000.0,2019,01001,42.062368,-72.625754,11
3,15,2.0,2.0,0.23,1001.0,960.0,2018-12-14,195000.0,2018,01001,42.062368,-72.625754,11
4,32,3.0,2.0,0.16,1002.0,1280.0,2021-08-19,275000.0,2021,01002,42.364061,-72.458739,9
5,38,2.0,1.0,0.23,1002.0,899.0,2021-06-15,232000.0,2021,01002,42.364061,-72.458739,9
6,42,4.0,3.0,0.23,1002.0,3200.0,2020-08-14,619900.0,2020,01002,42.364061,-72.458739,9
7,46,2.0,2.0,0.23,1002.0,979.0,2021-12-02,234900.0,2021,01002,42.364061,-72.458739,9
8,67,2.0,1.0,0.23,1022.0,884.0,2018-08-29,175000.0,2018,01022,42.197741,-72.542713,11
9,292,1.0,1.0,0.23,1022.0,884.0,2020-08-18,169500.0,2020,01022,42.197741,-72.542713,11
10,84,2.0,1.0,0.23,1007.0,864.0,2021-09-10,229900.0,2021,01007,42.27901,-72.400468,9
11,117,2.0,2.0,0.23,1007.0,1190.0,2018-09-28,329900.0,2018,01007,42.27901,-72.400468,9
12,175,3.0,2.0,0.94,1007.0,1800.0,2021-11-05,100000.0,2021,01007,42.27901,-72.400468,9
13,236,1.0,1.0,0.23,1060.0,773.0,2019-07-09,299000.0,2019,01060,42.321488,-72.630588,9
14,241,2.0,1.0,0.23,1060.0,1572.0,2019-10-29,350000.0,2019,01060,42.321488,-72.630588,9
15,248,3.0,2.0,0.05,1040.0,1644.0,2018-01-18,139000.0,2018,01040,42.211656,-72.642448,11
16,293,3.0,1.0,0.13,1040.0,1456.0,2019-10-21,279900.0,2019,01040,42.211656,-72.642448,11
17,348,3.0,1.0,0.26,1040.0,1096.0,2019-05-10,289900.0,2019,01040,42.211656,-72.642448,11
18,438,4.0,2.0,0.13,1040.0,1529.0,2021-03-22,229000.0,2021,01040,42.211656,-72.642448,11
19,269,5.0,2.0,0.15,1020.0,2316.0,2020-09-28,289900.0,2020,01020,42.172602,-72.562073,11
20,390,3.0,2.0,0.2,1020.0,1584.0,2020-09-18,299900.0,2020,01020,42.172602,-72.562073,11
21,405,2.0,1.0,0.23,1020.0,960.0,2019-07-31,145000.0,2019,01020,42.172602,-72.562073,11
22,411,4.0,2.0,0.16,1020.0,1280.0,2020-09-11,375000.0,2020,01020,42.172602,-72.562073,11
23,297,4.0,3.0,0.46,1075.0,2108.0,2021-09-21,400000.0,2021,01075,42.256208,-72.58103,9
24,326,5.0,2.0,0.85,1075.0,1605.0,2017-02-13,379900.0,2017,01075,42.256208,-72.58103,9
25,451,2.0,2.0,0.23,1075.0,1758.0,2019-12-27,415000.0,2019,01075,42.256208,-72.58103,9
26,331,4.0,2.0,0.62,1056.0,1988.0,2016-08-11,379900.0,2016,01056,42.183577,-72.457812,9
27,1453,4.0,1.0,0.24,1056.0,1173.0,2017-07-14,289900.0,2017,01056,42.183577,-72.457812,9
28,339,4.0,1.0,0.91,1027.0,1404.0,2021-09-23,349900.0,2021,01027,42.295008,-72.751877,11
29,359,4.0,2.0,0.23,1364.0,1463.0,2020-04-27,299900.0,2020,01364,42.605437,-72.292074,9
30,360,4.0,2.0,0.59,1035.0,2394.0,2018-06-08,439500.0,2018,01035,42.356491,-72.568632,9
31,373,3.0,2.0,0.54,1033.0,1336.0,2019-08-02,325000.0,2019,01033,42.244949,-72.500143,9
32,378,3.0,2.0,0.53,1033.0,880.0,2018-03-19,299900.0,2018,01033,42.244949,-72.500143,9
33,468,4.0,1.0,0.64,1028.0,1296.0,2017-06-23,329000.0,2017,01028,42.062378,-72.498111,11
34,534,3.0,2.0,0.23,1028.0,1259.0,2019-05-10,249900.0,2019,01028,42.062378,-72.498111,11
35,538,3.0,1.0,0.8,1028.0,1196.0,2019-10-24,259000.0,2019,01028,42.062378,-72.498111,11
36,539,4.0,3.0,0.28,1028.0,2500.0,2019-06-21,399000.0,2019,01028,42.062378,-72.498111,11
37,470,2.0,2.0,0.23,1057.0,1606.0,2020-06-05,249999.0,2020,01057,42.093596,-72.321494,7
38,1460,3.0,3.0,2.04,1057.0,2775.0,2019-12-02,465000.0,2019,01057,42.093596,-72.321494,7
39,1580,3.0,1.0,1.3,1057.0,1674.0,2018-08-08,290000.0,2018,01057,42.093596,-72.321494,7
40,506,1.0,1.0,0.47,1026.0,608.0,2019-10-25,160000.0,2019,01026,42.465495,-72.918267,4
41,677,1.0,1.0,5.46,1026.0,600.0,2021-05-05,144000.0,2021,01026,42.465495,-72.918267,4
42,521,3.0,2.0,0.37,1089.0,1269.0,2017-11-17,299900.0,2017,01089,42.125451,-72.649734,11
43,791,3.0,3.0,0.23,1089.0,2443.0,2020-10-19,414900.0,2020,01089,42.125451,-72.649734,11
44,1085,4.0,2.0,0.24,1089.0,2002.0,2019-01-02,349900.0,2019,01089,42.125451,-72.649734,11
45,525,3.0,2.0,0.34,1085.0,1424.0,2021-11-10,299413.0,2021,01085,42.153503,-72.771602,11
46,528,3.0,2.0,0.34,1085.0,1536.0,2018-03-30,349900.0,2018,01085,42.153503,-72.771602,11
47,1155,2.0,2.0,1.0,1085.0,1341.0,2022-01-05,237900.0,2022,01085,42.153503,-72.771602,11
48,1551,3.0,2.0,0.55,1085.0,1728.0,2019-07-31,399900.0,2019,01085,42.153503,-72.771602,11
49,757,1.0,1.0,0.23,1230.0,711.0,2021-12-22,395000.0,2021,01230,42.173192,-73.324283,4
50,2118,4.0,3.0,0.23,1230.0,4144.0,2020-07-01,1250000.0,2020,01230,42.173192,-73.324283,4
51,2141,2.0,1.0,0.3,1230.0,1364.0,2021-09-30,550000.0,2021,01230,42.173192,-73.324283,4
52,974,3.0,2.0,0.16,1201.0,1809.0,2017-11-08,249900.0,2017,01201,42.448236,-73.273727,4
53,10022,3.0,2.0,0.19,1201.0,1742.0,2016-01-29,239900.0,2016,01201,42.448236,-73.273727,4
54,1114,5.0,2.0,0.11,1108.0,1634.0,2021-10-12,269000.0,2021,01108,42.080692,-72.560791,11
55,1471,3.0,2.0,0.16,1108.0,1181.0,2021-06-15,244900.0,2021,01108,42.080692,-72.560791,11
56,1513,3.0,2.0,0.11,1108.0,1586.0,2020-11-05,250000.0,2020,01108,42.080692,-72.560791,11
57,1178,4.0,4.0,0.62,1106.0,2712.0,2016-04-19,699900.0,2016,01106,42.047565,-72.57113,11
58,1233,3.0,2.0,0.66,1585.0,1800.0,2021-04-30,65000.0,2021,01585,42.240796,-72.162645,7
59,1303,4.0,2.0,0.15,1069.0,1922.0,2021-09-20,189000.0,2021,01069,42.187794,-72.308469,7
60,1437,1.0,1.0,0.23,1237.0,500.0,2021-02-04,120000.0,2021,01237,42.547818,-73.268033,4
61,1457,3.0,1.0,0.23,1129.0,876.0,2019-08-01,198000.0,2019,01129,42.11869,-72.4882,11
62,1935,2.0,2.0,0.23,1129.0,1012.0,2016-12-13,184900.0,2016,01129,42.11869,-72.4882,11
63,1459,3.0,3.0,3.11,1095.0,2275.0,2021-06-18,599000.0,2021,01095,42.138499,-72.420715,7
64,1475,3.0,1.0,0.23,1118.0,1234.0,2017-02-24,270000.0,2017,01118,42.094194,-72.525081,11
65,1522,2.0,1.0,0.19,1118.0,1024.0,2016-02-26,239000.0,2016,01118,42.094194,-72.525081,11
66,1544,3.0,2.0,0.21,1118.0,1508.0,2017-09-01,309900.0,2017,01118,42.094194,-72.525081,11
67,1478,3.0,2.0,0.14,1151.0,1799.0,2021-12-14,299000.0,2021,01151,42.15186,-72.509131,11
68,1492,3.0,1.0,0.17,1109.0,1085.0,2022-01-21,219900.0,2022,01109,42.119674,-72.549726,11
69,1536,3.0,1.0,0.32,1119.0,1082.0,2016-12-21,275000.0,2016,01119,42.124978,-72.51121,11
70,1541,5.0,3.0,0.75,1036.0,2996.0,2017-08-25,449000.0,2017,01036,42.062946,-72.417297,7
71,1571,3.0,2.0,0.25,1081.0,1820.0,2019-11-27,100000.0,2019,01081,42.061313,-72.234411,7
72,1592,3.0,3.0,0.17,1092.0,1400.0,2021-06-16,269900.0,2021,01092,42.191868,-72.235108,7
73,1739,2.0,1.0,0.23,1606.0,798.0,2020-01-31,175000.0,2020,01606,42.315249,-71.795741,16
74,3168,2.0,1.0,0.11,1606.0,908.0,2018-02-13,324900.0,2018,01606,42.315249,-71.795741,16
75,1762,3.0,4.0,0.23,1590.0,2956.0,2020-08-10,849900.0,2020,01590,42.132051,-71.750318,16
76,1770,3.0,1.0,0.53,1560.0,800.0,2019-04-18,169900.0,2019,01560,42.175395,-71.674223,16
77,1777,2.0,2.0,0.23,1605.0,914.0,2019-10-01,199000.0,2019,01605,42.289683,-71.787793,16
78,1792,1.0,2.0,0.23,1605.0,740.0,2019-10-01,185000.0,2019,01605,42.289683,-71.787793,16
79,1793,1.0,2.0,0.23,1605.0,793.0,2019-10-01,185000.0,2019,01605,42.289683,-71.787793,16
80,1802,1.0,1.0,0.23,1605.0,486.0,2020-09-16,119900.0,2020,01605,42.289683,-71.787793,16
81,1831,2.0,2.0,0.09,1604.0,768.0,2020-01-16,329900.0,2020,01604,42.253254,-71.767957,16
82,1870,2.0,2.0,0.23,1604.0,1397.0,2018-09-10,299000.0,2018,01604,42.253254,-71.767957,16
83,1893,2.0,3.0,0.23,1536.0,1551.0,2019-09-06,385000.0,2019,01536,42.231309,-71.692642,16
84,1976,2.0,3.0,0.23,1566.0,1876.0,2018-06-26,289900.0,2018,01566,42.103214,-72.079545,7
85,2101,1.0,1.0,0.23,1240.0,670.0,2021-02-05,134000.0,2021,01240,42.367858,-73.269763,4
86,2104,3.0,4.0,0.23,1240.0,2245.0,2018-07-31,639000.0,2018,01240,42.367858,-73.269763,4
87,2138,3.0,2.0,2.1,1262.0,1430.0,2018-05-31,475000.0,2018,01262,42.292202,-73.319209,4
88,2371,2.0,2.0,0.23,1432.0,1338.0,2021-10-13,479900.0,2021,01432,42.566573,-71.575135,13
89,2419,3.0,2.0,0.23,1473.0,1332.0,2020-12-15,239000.0,2020,01473,42.5546,-71.90544,19
90,2508,2.0,2.0,0.23,1886.0,1139.0,2019-08-20,398900.0,2019,01886,42.585541,-71.44025,13
91,2588,5.0,4.0,1.15,1886.0,4000.0,2021-09-23,1549800.0,2021,01886,42.585541,-71.44025,13
92,6767,2.0,1.0,0.23,1886.0,800.0,2020-07-20,295000.0,2020,01886,42.585541,-71.44025,13
93,2540,2.0,1.0,0.23,1863.0,684.0,2019-03-29,230000.0,2019,01863,42.63378,-71.38947,13
94,2692,2.0,2.0,0.23,1863.0,960.0,2020-08-03,330000.0,2020,01863,42.63378,-71.38947,13
95,2596,2.0,2.0,0.23,1854.0,908.0,2018-07-31,290000.0,2018,01854,42.649481,-71.348229,13
96,2634,3.0,2.0,0.23,1754.0,2211.0,2019-03-15,399000.0,2019,01754,42.425955,-71.456256,6
97,2637,2.0,2.0,0.23,1718.0,1338.0,2019-02-19,380000.0,2019,01718,42.519816,-71.429283,13
98,3309,3.0,3.0,0.23,1718.0,1644.0,2018-11-09,415000.0,2018,01718,42.519816,-71.429283,13
99,2668,3.0,2.0,0.23,1510.0,1631.0,2021-10-20,120000.0,2021,01510,42.411887,-71.690005,16
100,2742,1.0,1.0,0.11,1510.0,574.0,2019-09-17,105000.0,2019,01510,42.411887,-71.690005,16
101,2706,3.0,2.0,1.48,1776.0,1800.0,2019-04-23,525000.0,2019,01776,42.383367,-71.42107,6
102,2722,2.0,1.0,0.23,1453.0,1000.0,2019-07-12,224900.0,2019,01453,42.519977,-71.763202,19
103,2863,2.0,2.0,0.23,1453.0,1140.0,2018-05-17,259900.0,2018,01453,42.519977,-71.763202,19
104,2723,2.0,2.0,0.23,1420.0,1240.0,2018-07-06,240000.0,2018,01420,42.584925,-71.816862,19
105,2836,4.0,3.0,1.59,1420.0,2952.0,2018-10-01,699000.0,2018,01420,42.584925,-71.816862,19
106,2777,2.0,2.0,0.23,1749.0,1208.0,2019-04-01,359000.0,2019,01749,42.389071,-71.545864,6
107,2844,2.0,2.0,0.23,1468.0,1278.0,2019-12-10,274900.0,2019,01468,42.542767,-72.068345,19
108,2871,2.0,2.0,0.23,1775.0,949.0,2019-10-31,334000.0,2019,01775,42.429688,-71.512514,6
109,2879,2.0,1.0,0.23,1702.0,1275.0,2021-05-24,325000.0,2021,01702,42.282379,-71.436621,6
110,2936,2.0,1.0,0.23,1581.0,1103.0,2021-04-09,237500.0,2021,01581,42.268426,-71.613309,16
111,3510,1.0,1.0,0.23,1581.0,579.0,2021-04-06,249900.0,2021,01581,42.268426,-71.613309,16
112,2937,2.0,2.0,0.23,1505.0,1250.0,2018-06-26,329900.0,2018,01505,42.355049,-71.716157,16
113,2945,3.0,3.0,0.23,1752.0,1821.0,2019-06-27,529900.0,2019,01752,42.349617,-71.547214,6
114,2958,3.0,3.0,9.38,1532.0,2784.0,2016-05-20,684900.0,2016,01532,42.323342,-71.646236,16
115,3036,4.0,4.0,0.46,1742.0,2831.0,2019-11-15,1365000.0,2019,01742,42.462911,-71.364496,13
116,3101,2.0,1.0,0.23,1569.0,1215.0,2020-01-17,224000.0,2020,01569,42.05593,-71.631232,16
117,3109,2.0,2.0,0.23,1701.0,980.0,2018-12-20,349900.0,2018,01701,42.319587,-71.4428,6
118,3137,1.0,1.0,0.23,1701.0,658.0,2021-01-06,197000.0,2021,01701,42.319587,-71.4428,6
119,3165,2.0,3.0,0.23,1701.0,2115.0,2019-05-30,719000.0,2019,01701,42.319587,-71.4428,6
120,3179,2.0,3.0,0.23,1588.0,1595.0,2020-11-09,439900.0,2020,01588,42.118794,-71.672494,16
121,3222,2.0,2.0,0.23,2493.0,1359.0,2020-03-25,679000.0,2020,02493,42.360502,-71.303433,18
122,3328,3.0,3.0,0.23,2493.0,2990.0,2021-03-31,1000000.0,2021,02493,42.360502,-71.303433,18
123,3223,3.0,2.0,0.23,1821.0,2047.0,2020-05-22,499900.0,2020,01821,42.54933,-71.251725,13
124,3238,4.0,3.0,0.51,2421.0,2361.0,2021-07-16,1399000.0,2021,02421,42.438547,-71.239573,2
125,3274,2.0,1.0,0.23,1803.0,900.0,2019-05-06,399000.0,2019,01803,42.503227,-71.201713,2
126,3314,2.0,3.0,0.23,1721.0,2019.0,2021-11-15,539900.0,2021,01721,42.257755,-71.473526,6
127,3316,2.0,2.0,0.23,1721.0,2112.0,2020-02-21,499990.0,2020,01721,42.257755,-71.473526,6
128,3318,2.0,2.0,0.23,1826.0,1372.0,2019-05-22,299000.0,2019,01826,42.679723,-71.30068,8
129,3325,2.0,1.0,0.23,1826.0,725.0,2018-06-21,199900.0,2018,01826,42.679723,-71.30068,8
130,3337,2.0,2.0,0.0,1876.0,1026.0,2020-04-28,379900.0,2020,01876,42.611801,-71.227571,8
131,5059,2.0,2.0,0.0,1876.0,1469.0,2018-08-31,379900.0,2018,01876,42.611801,-71.227571,8
132,3474,2.0,2.0,0.23,1757.0,987.0,2020-11-02,340000.0,2020,01757,42.158692,-71.521419,6
133,3582,2.0,4.0,0.23,1748.0,2680.0,2018-06-29,899000.0,2018,01748,42.224096,-71.540489,6
134,3611,3.0,3.0,0.23,2054.0,1818.0,2020-07-21,525000.0,2020,02054,42.173091,-71.363751,5
135,3637,2.0,2.0,0.23,2762.0,1080.0,2022-01-28,299900.0,2022,02762,42.0128,-71.336602,5
136,3646,3.0,2.0,0.34,2038.0,967.0,2021-04-29,499900.0,2021,02038,42.084858,-71.410571,5
137,3654,2.0,1.0,0.23,2038.0,974.0,2019-11-25,269000.0,2019,02038,42.084858,-71.410571,5
138,3659,2.0,2.0,0.43,2019.0,1563.0,2019-08-12,325000.0,2019,02019,42.076682,-71.47449,5
139,3702,2.0,2.0,0.23,2760.0,1656.0,2018-12-07,249900.0,2018,02760,41.972509,-71.334397,5
140,3812,2.0,3.0,0.23,2056.0,2026.0,2019-06-05,675000.0,2019,02056,42.113655,-71.334163,5
141,3941,4.0,2.0,0.79,2056.0,2080.0,2019-07-16,599900.0,2019,02056,42.113655,-71.334163,5
142,3942,2.0,2.0,0.23,2056.0,1664.0,2021-10-18,559900.0,2021,02056,42.113655,-71.334163,5
143,3829,1.0,1.0,0.23,2148.0,260.0,2021-12-17,210000.0,2021,02148,42.42938,-71.058706,2
144,4809,3.0,2.0,0.23,2148.0,1792.0,2020-12-23,549990.0,2020,02148,42.42938,-71.058706,2
145,4957,2.0,1.0,0.23,2148.0,1290.0,2018-08-10,485000.0,2018,02148,42.42938,-71.058706,2
146,3834,2.0,1.0,0.23,2180.0,978.0,2018-10-09,328000.0,2018,02180,42.474208,-71.097665,2
147,3836,1.0,1.0,0.02,2135.0,688.0,2018-06-01,650000.0,2018,02135,42.349688,-71.153964,18
148,3897,1.0,1.0,0.23,2135.0,535.0,2022-02-18,374900.0,2022,02135,42.349688,-71.153964,18
149,3900,3.0,3.0,0.23,2135.0,2096.0,2021-11-11,999000.0,2021,02135,42.349688,-71.153964,18
150,4170,2.0,1.0,0.01,2135.0,649.0,2022-03-09,449000.0,2022,02135,42.349688,-71.153964,18
151,5015,1.0,1.0,0.01,2135.0,625.0,2018-07-20,419000.0,2018,02135,42.349688,-71.153964,18
152,3852,2.0,1.0,0.23,2118.0,965.0,2021-03-31,1225000.0,2021,02118,42.337582,-71.070482,3
153,5027,2.0,3.0,0.23,2118.0,1384.0,2018-05-24,1625000.0,2018,02118,42.337582,-71.070482,3
154,5034,2.0,1.0,0.23,2118.0,771.0,2021-11-05,749000.0,2021,02118,42.337582,-71.070482,3
155,5181,2.0,3.0,0.04,2118.0,1898.0,2019-05-23,2050000.0,2019,02118,42.337582,-71.070482,3
156,5216,3.0,4.0,0.23,2118.0,2458.0,2019-03-13,2999000.0,2019,02118,42.337582,-71.070482,3
157,5229,2.0,1.0,0.03,2118.0,1128.0,2018-04-30,915000.0,2018,02118,42.337582,-71.070482,3
158,5342,2.0,1.0,0.23,2118.0,778.0,2018-05-25,1119000.0,2018,02118,42.337582,-71.070482,3
159,5343,1.0,1.0,0.23,2118.0,664.0,2018-07-20,880000.0,2018,02118,42.337582,-71.070482,3
160,5795,2.0,2.0,0.02,2118.0,1049.0,2019-04-01,1349000.0,2019,02118,42.337582,-71.070482,3
161,5815,1.0,1.0,0.01,2118.0,577.0,2020-12-24,619000.0,2020,02118,42.337582,-71.070482,3
162,6045,1.0,1.0,0.23,2118.0,612.0,2021-04-01,749000.0,2021,02118,42.337582,-71.070482,3
163,6227,2.0,2.0,0.03,2118.0,1496.0,2018-06-27,1595000.0,2018,02118,42.337582,-71.070482,3
164,6251,2.0,2.0,0.02,2118.0,1052.0,2018-05-21,1490000.0,2018,02118,42.337582,-71.070482,3
165,3881,1.0,1.0,0.23,2215.0,526.0,2021-10-04,499000.0,2021,02215,42.347635,-71.103082,3
166,4315,1.0,1.0,0.23,2215.0,697.0,2018-11-01,769000.0,2018,02215,42.347635,-71.103082,3
167,3884,4.0,2.0,0.23,2472.0,2020.0,2021-11-30,849900.0,2021,02472,42.369451,-71.177925,18
168,4082,4.0,3.0,0.31,2472.0,2800.0,2019-06-07,1849900.0,2019,02472,42.369451,-71.177925,18
169,4621,1.0,1.0,0.23,2472.0,778.0,2021-07-01,569000.0,2021,02472,42.369451,-71.177925,18
170,3899,2.0,2.0,0.23,2129.0,932.0,2021-12-01,799000.0,2021,02129,42.379657,-71.061487,3
171,4250,1.0,2.0,0.23,2129.0,659.0,2020-04-10,700000.0,2020,02129,42.379657,-71.061487,3
172,4538,2.0,1.0,0.23,2129.0,847.0,2019-07-31,575000.0,2019,02129,42.379657,-71.061487,3
173,4643,1.0,1.0,0.23,2129.0,674.0,2018-09-12,599000.0,2018,02129,42.379657,-71.061487,3
174,4951,2.0,1.0,0.23,2129.0,1115.0,2019-08-02,939900.0,2019,02129,42.379657,-71.061487,3
175,5021,2.0,2.0,0.23,2129.0,1847.0,2018-11-30,1699000.0,2018,02129,42.379657,-71.061487,3
176,5419,3.0,4.0,0.23,2129.0,2755.0,2021-07-01,2950000.0,2021,02129,42.379657,-71.061487,3
177,5850,2.0,2.0,0.23,2129.0,1722.0,2019-07-25,1420000.0,2019,02129,42.379657,-71.061487,3
178,3935,3.0,1.0,0.3,2703.0,1280.0,2021-12-06,399900.0,2021,02703,41.931653,-71.294503,5
179,3948,1.0,2.0,0.23,2467.0,899.0,2021-08-20,512500.0,2021,02467,42.314344,-71.152759,18
180,4185,2.0,1.0,4.04,2467.0,959.0,2019-08-12,595000.0,2019,02467,42.314344,-71.152759,18
181,4514,1.0,1.0,0.38,2467.0,840.0,2020-09-14,499900.0,2020,02467,42.314344,-71.152759,18
182,4001,4.0,3.0,0.19,2155.0,2411.0,2019-07-30,859999.0,2019,02155,42.42384,-71.107673,2
183,4420,2.0,2.0,0.23,2155.0,1206.0,2020-01-14,639000.0,2020,02155,42.42384,-71.107673,2
184,4593,2.0,2.0,1.0,2155.0,1168.0,2021-12-28,599000.0,2021,02155,42.42384,-71.107673,2
185,4694,3.0,2.0,0.07,2155.0,1481.0,2021-12-22,610000.0,2021,02155,42.42384,-71.107673,2
186,4790,2.0,1.0,1.0,2155.0,843.0,2021-04-27,429900.0,2021,02155,42.42384,-71.107673,2
187,4002,5.0,4.0,0.23,2130.0,2502.0,2021-12-19,1875000.0,2021,02130,42.309174,-71.113835,18
188,5134,2.0,1.0,0.23,2130.0,813.0,2018-10-16,580000.0,2018,02130,42.309174,-71.113835,18
189,5176,2.0,1.0,0.23,2130.0,1051.0,2019-10-30,539000.0,2019,02130,42.309174,-71.113835,18
190,5203,2.0,1.0,0.02,2130.0,968.0,2018-04-30,700000.0,2018,02130,42.309174,-71.113835,18
191,4011,2.0,2.0,0.23,2143.0,1140.0,2020-04-21,955000.0,2020,02143,42.381409,-71.096714,3
192,4146,1.0,1.0,0.23,2143.0,751.0,2019-03-15,790000.0,2019,02143,42.381409,-71.096714,3
193,4878,3.0,3.0,0.23,2143.0,1503.0,2019-12-05,1099000.0,2019,02143,42.381409,-71.096714,3
194,5086,2.0,1.0,0.23,2143.0,1084.0,2018-06-22,849000.0,2018,02143,42.381409,-71.096714,3
195,4037,4.0,3.0,0.23,2138.0,2432.0,2022-02-28,2890000.0,2022,02138,42.379637,-71.135152,2
196,4831,3.0,4.0,0.23,2138.0,2913.0,2019-01-23,3400000.0,2019,02138,42.379637,-71.135152,2
197,4039,2.0,3.0,0.23,2116.0,2500.0,2018-10-12,3490000.0,2018,02116,42.350579,-71.076397,3
198,4143,1.0,1.0,0.23,2116.0,649.0,2018-11-09,859900.0,2018,02116,42.350579,-71.076397,3
199,4303,3.0,1.0,0.23,2116.0,439.0,2018-07-12,640000.0,2018,02116,42.350579,-71.076397,3
200,4594,2.0,3.0,0.23,2116.0,1994.0,2019-01-04,2950000.0,2019,02116,42.350579,-71.076397,3
201,4693,2.0,2.0,0.03,2116.0,1160.0,2018-12-12,1999000.0,2018,02116,42.350579,-71.076397,3
202,5075,1.0,1.0,0.23,2116.0,893.0,2018-12-27,893000.0,2018,02116,42.350579,-71.076397,3
203,5239,3.0,3.0,0.23,2116.0,1791.0,2019-12-20,1975000.0,2019,02116,42.350579,-71.076397,3
204,5315,1.0,1.0,0.01,2116.0,600.0,2018-08-09,865000.0,2018,02116,42.350579,-71.076397,3
205,5496,1.0,1.0,0.02,2116.0,725.0,2018-08-15,895000.0,2018,02116,42.350579,-71.076397,3
206,5741,2.0,2.0,0.23,2116.0,1286.0,2021-09-01,1500000.0,2021,02116,42.350579,-71.076397,3
207,5809,1.0,2.0,0.23,2116.0,774.0,2018-05-15,849000.0,2018,02116,42.350579,-71.076397,3
208,5916,2.0,3.0,0.23,2116.0,1872.0,2019-07-22,2099000.0,2019,02116,42.350579,-71.076397,3
209,5961,2.0,1.0,0.23,2116.0,1200.0,2018-06-18,1495000.0,2018,02116,42.350579,-71.076397,3
210,6041,2.0,3.0,0.23,2116.0,1880.0,2019-01-11,2295000.0,2019,02116,42.350579,-71.076397,3
211,4057,2.0,2.0,0.23,1845.0,1108.0,2017-06-06,399000.0,2017,01845,42.673909,-71.091334,8
212,4134,3.0,2.0,0.23,1845.0,1300.0,2021-05-12,359999.0,2021,01845,42.673909,-71.091334,8
213,4331,4.0,2.0,0.38,1845.0,2218.0,2021-10-28,719900.0,2021,01845,42.673909,-71.091334,8
214,5177,2.0,1.0,0.23,1845.0,850.0,2019-07-12,279900.0,2019,01845,42.673909,-71.091334,8
215,5289,1.0,1.0,0.23,1845.0,680.0,2021-06-24,230000.0,2021,01845,42.673909,-71.091334,8
216,4087,2.0,2.0,0.23,2150.0,738.0,2019-06-17,479000.0,2019,02150,42.396824,-71.031348,3
217,4133,2.0,2.0,0.23,2150.0,1310.0,2018-11-13,524900.0,2018,02150,42.396824,-71.031348,3
218,4167,2.0,2.0,0.23,2150.0,1468.0,2018-07-03,550000.0,2018,02150,42.396824,-71.031348,3
219,4276,2.0,3.0,0.23,2150.0,1963.0,2020-02-18,619900.0,2020,02150,42.396824,-71.031348,3
220,5940,1.0,1.0,0.23,2150.0,1225.0,2020-04-10,529000.0,2020,02150,42.396824,-71.031348,3
221,6149,2.0,1.0,0.23,2150.0,1178.0,2018-05-31,519000.0,2018,02150,42.396824,-71.031348,3
222,7645,2.0,1.0,0.23,2150.0,822.0,2018-10-23,339000.0,2018,02150,42.396824,-71.031348,3
223,4140,2.0,1.0,0.23,2474.0,959.0,2020-06-05,449000.0,2020,02474,42.420949,-71.15637,2
224,5013,3.0,2.0,0.23,2474.0,1968.0,2018-10-25,869000.0,2018,02474,42.420949,-71.15637,2
225,4186,2.0,1.0,0.23,2140.0,709.0,2018-08-03,595000.0,2018,02140,42.392157,-71.133996,2
226,4217,4.0,3.0,0.09,2445.0,1942.0,2020-06-25,1550000.0,2020,02445,42.325483,-71.135045,18
227,4669,5.0,3.0,0.23,2445.0,2490.0,2019-08-02,2299000.0,2019,02445,42.325483,-71.135045,18
228,4798,3.0,3.0,0.23,2445.0,1923.0,2018-07-31,1299000.0,2018,02445,42.325483,-71.135045,18
